2024/07/23 04:59,10.012,°C,78.82,%RH
2024/07/23 05:19,10.012,°C,78.612,%RH
2024/07/23 05:39,9.824,°C,78.17,%RH
2024/07/23 05:59,9.698,°C,78.537,%RH
2024/07/23 06:19,9.636,°C,78.772,%RH
2024/07/23 06:39,9.573,°C,78.972,%RH
2024/07/23 06:59,9.51,°C,78.999,%RH
2024/07/23 07:19,9.573,°C,79.49,%RH
2024/07/23 07:39,9.573,°C,79.11,%RH
2024/07/23 07:59,9.51,°C,79.827,%RH
2024/07/23 08:19,9.761,°C,78.822,%RH
2024/07/23 08:39,9.949,°C,79.986,%RH
2024/07/23 08:59,10.262,°C,80.302,%RH
2024/07/23 09:19,11.577,°C,78.823,%RH
2024/07/23 09:39,14.708,°C,76.429,%RH
2024/07/23 09:59,13.143,°C,78.879,%RH
2024/07/23 10:19,14.771,°C,81.345,%RH
2024/07/23 10:39,21.841,°C,56.711,%RH
2024/07/23 10:59,22.153,°C,58.881,%RH
2024/07/23 11:19,23.466,°C,48.482,%RH
2024/07/23 11:39,26.467,°C,43.002,%RH
2024/07/23 11:59,24.342,°C,43.422,%RH
2024/07/23 12:19,25.842,°C,39.354,%RH
2024/07/23 12:39,23.592,°C,39.987,%RH
2024/07/23 12:59,19.151,°C,52.879,%RH
2024/07/23 13:19,21.403,°C,47.634,%RH
2024/07/23 13:39,18.463,°C,53.439,%RH
2024/07/23 13:59,17.963,°C,55.788,%RH
2024/07/23 14:19,17.837,°C,58.297,%RH
2024/07/23 14:39,18.275,°C,59.156,%RH
2024/07/23 14:59,18.713,°C,60.327,%RH
2024/07/23 15:19,18.838,°C,60.217,%RH
2024/07/23 15:39,19.026,°C,60.543,%RH
2024/07/23 15:59,19.151,°C,60.826,%RH
2024/07/23 16:19,19.089,°C,60.586,%RH
2024/07/23 16:39,18.964,°C,61.166,%RH
2024/07/23 16:59,19.026,°C,60.974,%RH
2024/07/23 17:19,18.713,°C,61.15,%RH
2024/07/23 17:39,18.4,°C,62.225,%RH
2024/07/23 17:59,18.15,°C,61.664,%RH
2024/07/23 18:19,18.025,°C,64.027,%RH
2024/07/23 18:39,17.837,°C,63.63,%RH
2024/07/23 18:59,17.775,°C,64.284,%RH
