2024/06/09,05:10:01,19.964,°C,63.951,%RH
2024/06/09,05:30:01,19.839,°C,64.097,%RH
2024/06/09,05:50:01,19.777,°C,63.707,%RH
2024/06/09,06:10:01,19.777,°C,64.478,%RH
2024/06/09,06:30:01,19.652,°C,64.316,%RH
2024/06/09,06:50:01,19.214,°C,64.289,%RH
2024/06/09,07:10:01,18.838,°C,63.687,%RH
2024/06/09,07:30:01,18.526,°C,64.364,%RH
2024/06/09,07:50:01,18.275,°C,64.542,%RH
2024/06/09,08:10:01,18.15,°C,64.92,%RH
2024/06/09,08:30:01,18.025,°C,65.106,%RH
2024/06/09,08:50:01,17.963,°C,65.141,%RH
2024/06/09,09:10:01,17.963,°C,65.333,%RH
2024/06/09,09:30:01,17.963,°C,64.987,%RH
2024/06/09,09:50:01,17.9,°C,65.33,%RH
2024/06/09,10:10:01,17.837,°C,65.863,%RH
2024/06/09,10:30:01,16.586,°C,65.995,%RH
2024/06/09,10:50:01,15.647,°C,72.668,%RH
2024/06/09,11:10:01,16.148,°C,74.121,%RH
2024/06/09,11:30:01,16.461,°C,74.607,%RH
2024/06/09,11:50:01,17.086,°C,74.372,%RH
2024/06/09,12:10:01,17.525,°C,73.874,%RH
2024/06/09,12:30:01,17.587,°C,72.069,%RH
2024/06/09,12:50:01,17.65,°C,72.775,%RH
2024/06/09,13:10:01,17.399,°C,71.616,%RH
2024/06/09,13:30:01,16.836,°C,73.776,%RH
2024/06/09,13:50:01,22.153,°C,68.299,%RH
2024/06/09,14:10:01,18.964,°C,70.086,%RH
2024/06/09,14:30:01,18.463,°C,71.291,%RH
2024/06/09,14:50:01,18.4,°C,72.697,%RH
2024/06/09,15:10:01,18.4,°C,72.105,%RH
2024/06/09,15:30:01,18.338,°C,72.878,%RH
2024/06/09,15:50:01,18.275,°C,72.802,%RH
2024/06/09,16:10:01,18.275,°C,73.355,%RH
2024/06/09,16:30:01,18.213,°C,73.572,%RH
2024/06/09,16:50:01,18.15,°C,73.091,%RH
2024/06/09,17:10:01,18.088,°C,73.052,%RH
2024/06/09,17:30:01,18.025,°C,73.049,%RH
2024/06/09,17:50:01,17.963,°C,73.562,%RH
2024/06/09,18:10:01,17.9,°C,73.265,%RH
2024/06/09,18:30:01,18.463,°C,73.804,%RH
2024/06/09,18:50:01,18.776,°C,72.271,%RH
2024/06/09,19:10:01,19.151,°C,73.286,%RH
2024/06/09,19:30:01,19.276,°C,73.403,%RH
2024/06/09,19:50:01,19.276,°C,73.109,%RH
2024/06/09,20:10:01,19.589,°C,73.162,%RH
2024/06/09,20:30:01,19.714,°C,73.316,%RH
2024/06/09,20:50:01,19.777,°C,72.915,%RH
2024/06/09,21:10:01,19.902,°C,73.363,%RH
2024/06/09,21:30:01,19.902,°C,72.995,%RH
2024/06/09,21:50:01,20.027,°C,73.076,%RH
2024/06/09,22:10:01,20.027,°C,72.117,%RH
2024/06/09,22:30:01,19.964,°C,73.403,%RH
2024/06/09,22:50:01,19.902,°C,73.583,%RH
2024/06/09,23:10:01,19.714,°C,72.616,%RH
2024/06/09,23:30:01,19.527,°C,72.79,%RH
2024/06/09,23:50:01,19.527,°C,72.458,%RH
2024/06/10,00:10:01,19.527,°C,72.606,%RH
2024/06/10,00:30:01,19.464,°C,72.085,%RH
2024/06/10,00:50:01,19.527,°C,72.458,%RH
2024/06/10,01:10:01,19.527,°C,72.717,%RH
2024/06/10,01:30:01,19.527,°C,72.606,%RH
2024/06/10,01:50:01,19.589,°C,72.388,%RH
2024/06/10,02:10:01,19.527,°C,71.866,%RH
2024/06/10,02:30:01,19.527,°C,72.569,%RH
2024/06/10,02:50:01,19.527,°C,72.31,%RH
2024/06/10,03:10:01,19.527,°C,72.347,%RH
2024/06/10,03:30:01,19.527,°C,71.829,%RH
2024/06/10,03:50:01,19.464,°C,71.529,%RH
2024/06/10,04:10:01,19.464,°C,71.789,%RH
2024/06/10,04:30:01,19.464,°C,71.974,%RH
2024/06/10,04:50:01,19.401,°C,71.822,%RH
2024/06/10,05:10:01,19.401,°C,72.304,%RH
2024/06/10,05:30:01,19.339,°C,71.819,%RH
2024/06/10,05:50:01,19.339,°C,72.041,%RH
2024/06/10,06:10:01,19.276,°C,71.445,%RH
2024/06/10,06:30:01,19.214,°C,71.404,%RH
2024/06/10,06:50:01,19.214,°C,70.548,%RH
2024/06/10,07:10:01,19.151,°C,71.215,%RH
2024/06/10,07:30:01,19.151,°C,71.624,%RH
2024/06/10,07:50:01,19.151,°C,71.029,%RH
2024/06/10,08:10:01,19.089,°C,70.092,%RH
2024/06/10,08:30:01,18.901,°C,71.127,%RH
2024/06/10,08:50:01,18.713,°C,71.118,%RH
2024/06/10,09:10:01,18.588,°C,70.216,%RH
2024/06/10,09:30:01,18.526,°C,70.437,%RH
2024/06/10,09:50:01,18.838,°C,69.779,%RH
2024/06/10,10:10:01,18.526,°C,68.522,%RH
2024/06/10,10:30:01,17.086,°C,71.9,%RH
2024/06/10,10:50:01,18.275,°C,72.543,%RH
2024/06/10,11:10:01,18.463,°C,71.291,%RH
2024/06/10,11:30:01,20.715,°C,71.714,%RH
2024/06/10,11:50:01,23.404,°C,57.997,%RH
2024/06/10,12:10:01,23.404,°C,60.441,%RH
2024/06/10,12:30:01,25.092,°C,56.8,%RH
2024/06/10,12:50:01,24.342,°C,49.225,%RH
2024/06/10,13:10:01,21.778,°C,56.107,%RH
2024/06/10,13:30:01,21.09,°C,60.568,%RH
2024/06/10,13:50:01,21.09,°C,52.134,%RH
2024/06/10,14:10:01,20.215,°C,51.369,%RH
2024/06/10,14:30:01,20.152,°C,47.819,%RH
2024/06/10,14:50:01,20.215,°C,48.654,%RH
2024/06/10,15:10:01,20.152,°C,47.153,%RH
2024/06/10,15:30:01,20.09,°C,48.685,%RH
2024/06/10,15:50:01,20.027,°C,49.547,%RH
2024/06/10,16:10:01,19.964,°C,50.776,%RH
2024/06/10,16:30:01,19.902,°C,51.672,%RH
2024/06/10,16:50:01,19.839,°C,53.336,%RH
2024/06/10,17:10:01,19.777,°C,54.142,%RH
2024/06/10,17:30:01,19.714,°C,54.541,%RH
2024/06/10,17:50:01,19.839,°C,55.797,%RH
2024/06/10,18:10:01,20.152,°C,56.701,%RH
2024/06/10,18:30:01,20.34,°C,56.355,%RH
2024/06/10,18:50:01,20.527,°C,56.609,%RH
2024/06/10,19:10:01,20.59,°C,57.57,%RH
2024/06/10,19:30:01,20.527,°C,57.326,%RH
2024/06/10,19:50:01,20.465,°C,56.923,%RH
2024/06/10,20:10:01,20.465,°C,57.481,%RH
2024/06/10,20:30:01,20.465,°C,57.561,%RH
2024/06/10,20:50:01,20.402,°C,57.675,%RH
2024/06/10,21:10:01,20.527,°C,58.399,%RH
2024/06/10,21:30:01,20.715,°C,58.056,%RH
2024/06/10,21:50:01,20.59,°C,57.689,%RH
2024/06/10,22:10:01,20.465,°C,57.72,%RH
2024/06/10,22:30:01,20.652,°C,58.329,%RH
2024/06/10,22:50:01,20.778,°C,58.853,%RH
2024/06/10,23:10:01,20.778,°C,59.326,%RH
2024/06/10,23:30:01,20.903,°C,59.887,%RH
2024/06/10,23:50:01,20.778,°C,60.663,%RH
2024/06/11,00:10:01,20.715,°C,61.245,%RH
2024/06/11,00:30:01,20.652,°C,62.021,%RH
2024/06/11,00:50:01,20.59,°C,63.22,%RH
2024/06/11,01:10:01,20.59,°C,62.6,%RH
2024/06/11,01:30:01,20.59,°C,63.143,%RH
2024/06/11,01:50:01,20.652,°C,62.604,%RH
2024/06/11,02:10:01,20.715,°C,62.103,%RH
2024/06/11,02:30:01,20.715,°C,61.519,%RH
2024/06/11,02:50:01,20.778,°C,61.054,%RH
2024/06/11,03:10:01,20.84,°C,60.511,%RH
2024/06/11,03:30:01,20.84,°C,60.55,%RH
2024/06/11,03:50:01,20.903,°C,60.319,%RH
2024/06/11,04:10:01,20.903,°C,59.611,%RH
2024/06/11,04:30:01,20.965,°C,59.261,%RH
2024/06/11,04:50:01,20.965,°C,59.813,%RH
2024/06/11,05:10:01,21.028,°C,59.069,%RH
2024/06/11,05:30:01,21.028,°C,59.621,%RH
2024/06/11,05:50:01,21.09,°C,59.665,%RH
2024/06/11,06:10:01,21.09,°C,58.481,%RH
2024/06/11,06:30:01,21.09,°C,58.243,%RH
2024/06/11,06:50:01,21.028,°C,57.841,%RH
2024/06/11,07:10:01,20.778,°C,58.219,%RH
2024/06/11,07:30:01,20.527,°C,58.32,%RH
2024/06/11,07:50:01,20.402,°C,58.983,%RH
2024/06/11,08:10:01,20.277,°C,59.566,%RH
2024/06/11,08:30:01,20.152,°C,58.886,%RH
2024/06/11,08:50:01,20.09,°C,58.723,%RH
2024/06/11,09:10:01,20.09,°C,59.079,%RH
2024/06/11,09:30:01,19.902,°C,58.354,%RH
2024/06/11,09:50:01,19.839,°C,58.23,%RH
2024/06/11,10:10:01,19.777,°C,56.913,%RH
2024/06/11,10:30:01,19.714,°C,57.267,%RH
2024/06/11,10:50:01,19.714,°C,57.387,%RH
2024/06/11,11:10:01,19.714,°C,55.948,%RH
2024/06/11,11:30:01,19.839,°C,55.637,%RH
2024/06/11,11:50:01,19.964,°C,56.167,%RH
2024/06/11,12:10:01,20.027,°C,55.45,%RH
2024/06/11,12:30:01,20.027,°C,56.571,%RH
2024/06/11,12:50:01,20.09,°C,56.176,%RH
2024/06/11,13:10:01,20.152,°C,55.98,%RH
2024/06/11,13:30:01,20.152,°C,55.86,%RH
2024/06/11,13:50:01,20.09,°C,55.695,%RH
2024/06/11,14:10:01,20.09,°C,55.374,%RH
2024/06/11,14:30:01,20.09,°C,55.293,%RH
2024/06/11,14:50:01,20.09,°C,55.334,%RH
2024/06/11,15:10:01,20.215,°C,57.024,%RH
2024/06/11,15:30:01,20.215,°C,59.364,%RH
2024/06/11,15:50:01,20.215,°C,60.348,%RH
2024/06/11,16:10:01,20.152,°C,61.245,%RH
2024/06/11,16:30:01,20.09,°C,61.67,%RH
2024/06/11,16:50:01,20.09,°C,62.215,%RH
2024/06/11,17:10:01,20.027,°C,63.027,%RH
2024/06/11,17:30:01,20.465,°C,64.446,%RH
2024/06/11,17:50:01,20.965,°C,64.096,%RH
2024/06/11,18:10:01,21.09,°C,63.912,%RH
2024/06/11,18:30:01,21.215,°C,64.729,%RH
2024/06/11,18:50:01,21.278,°C,64.388,%RH
2024/06/11,19:10:01,21.591,°C,64.718,%RH
2024/06/11,19:30:01,21.653,°C,64.8,%RH
2024/06/11,19:50:01,21.716,°C,64.343,%RH
2024/06/11,20:10:01,21.716,°C,64.228,%RH
2024/06/11,20:30:01,21.841,°C,64.391,%RH
2024/06/11,20:50:01,21.778,°C,64.694,%RH
2024/06/11,21:10:01,22.028,°C,64.828,%RH
2024/06/11,21:30:01,22.028,°C,64.598,%RH
2024/06/11,21:50:01,22.028,°C,64.636,%RH
2024/06/11,22:10:01,22.153,°C,64.415,%RH
2024/06/11,22:30:01,21.966,°C,63.9,%RH
2024/06/11,22:50:01,21.528,°C,65.901,%RH
2024/06/11,23:10:01,21.153,°C,65.415,%RH
2024/06/11,23:30:01,20.965,°C,65.746,%RH
2024/06/11,23:50:01,20.778,°C,66.42,%RH
2024/06/12,00:10:01,20.652,°C,66.83,%RH
2024/06/12,00:30:01,20.527,°C,67.732,%RH
2024/06/12,00:50:01,20.402,°C,67.762,%RH
2024/06/12,01:10:01,20.34,°C,68.4,%RH
2024/06/12,01:30:01,20.215,°C,68.279,%RH
2024/06/12,01:50:01,20.09,°C,68.611,%RH
2024/06/12,02:10:01,20.09,°C,68.912,%RH
2024/06/12,02:30:01,20.027,°C,68.908,%RH
2024/06/12,02:50:01,19.964,°C,69.355,%RH
2024/06/12,03:10:01,19.964,°C,69.58,%RH
2024/06/12,03:30:01,19.902,°C,69.502,%RH
2024/06/12,03:50:01,19.839,°C,69.498,%RH
2024/06/12,04:10:01,19.839,°C,70.359,%RH
2024/06/12,04:30:01,19.777,°C,69.494,%RH
2024/06/12,04:50:01,19.777,°C,68.705,%RH
2024/06/12,05:10:01,19.714,°C,70.762,%RH
2024/06/12,05:30:01,19.714,°C,70.538,%RH
2024/06/12,05:50:01,19.652,°C,69.974,%RH
2024/06/12,06:10:01,19.652,°C,70.348,%RH
2024/06/12,06:30:01,19.652,°C,70.385,%RH
2024/06/12,06:50:01,19.589,°C,71.016,%RH
2024/06/12,07:10:01,19.589,°C,70.792,%RH
2024/06/12,07:30:01,19.589,°C,70.978,%RH
2024/06/12,07:50:01,19.589,°C,70.606,%RH
2024/06/12,08:10:01,19.589,°C,71.164,%RH
2024/06/12,08:30:01,19.527,°C,71.458,%RH
2024/06/12,08:50:01,19.464,°C,71.826,%RH
2024/06/12,09:10:01,19.401,°C,71.934,%RH
2024/06/12,09:30:01,19.401,°C,72.23,%RH
2024/06/12,09:50:01,19.464,°C,71.64,%RH
2024/06/12,10:10:01,19.464,°C,71.715,%RH
2024/06/12,10:30:01,19.464,°C,71.715,%RH
2024/06/12,10:50:01,19.464,°C,72.344,%RH
2024/06/12,11:10:01,19.464,°C,72.566,%RH
2024/06/12,11:30:01,19.527,°C,72.458,%RH
2024/06/12,11:50:01,19.589,°C,72.757,%RH
2024/06/12,12:10:01,19.839,°C,72.402,%RH
2024/06/12,12:30:01,19.589,°C,71.721,%RH
2024/06/12,12:50:01,19.527,°C,71.458,%RH
2024/06/12,13:10:01,19.527,°C,72.162,%RH
2024/06/12,13:30:01,19.026,°C,71.84,%RH
2024/06/12,13:50:01,18.4,°C,75.118,%RH
2024/06/12,14:10:01,18.651,°C,76.146,%RH
2024/06/12,14:30:01,19.276,°C,75.813,%RH
2024/06/12,14:50:01,19.464,°C,75.386,%RH
2024/06/12,15:10:01,19.026,°C,76.308,%RH
2024/06/12,15:30:01,18.964,°C,76.051,%RH
2024/06/12,15:50:01,19.026,°C,75.655,%RH
